v1,v2
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
ham,ÌÏ bot notes oredi... Cos i juz rem i got...
ham,Yes. Rent is very expensive so its the way we save.
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Hows the pain dear?y r u smiling?
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,"Sorry, I can't help you on this."
ham,Great. So should i send you my account number.
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,ÌÏ only send me the contents page...
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
ham,"I can't right this second, gotta hit people up first"
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,So what about you. What do you remember
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
ham,Mm yes dear look how i am hugging you both. :-P
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
ham,Anytime lor...
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
spam,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
ham,Me fine..absolutly fine
ham,K and you're sure I don't have to have consent forms to do it :V
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
ham,How much is torch in 9ja.
ham,"Doing nothing, then u not having dinner w us?"
ham,How are you. Just checking up on you
ham,Done it but internet connection v slow and can‰Û÷t send it. Will try again later or first thing tomo.
ham,Mathews or tait or edwards or anderson
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
ham,No need lar i go engin? Cos my sis at arts today...
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
ham,S.i'm watching it in live..
ham,"see you then, we're all christmassy here!"
ham,"K I'm ready,  &lt;#&gt; ?"
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,what are your new years plans?
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
ham,Dear :-/ why you mood off. I cant drive so i brother to drive
ham,When did dad get back.
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,Yes just finished watching days of our lives. I love it.
ham,Juz go google n search 4 qet...
ham,Many times we lose our best ones bcoz we are 
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
ham,Just getting back home
ham,"Sorry, I'll call later  &lt;#&gt; mins"
ham,Dun need to use dial up juz open da browser n surf...
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\"""""
ham,You also didnt get na hi hi hi hi hi
ham,Ya but it cant display internal subs so i gotta extract them
ham,If i said anything wrong sorry de:-)
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
ham,"When you get free, call me"
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ‰Û_
ham,Ok i msg u b4 i leave my house.
ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...
ham,MMM ... Fuck .... Merry Christmas to me
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
ham,Update your face book status frequently :)
ham,Just now saw your message.it k da:)
ham,Was it something u ate?
ham,So what did the bank say about the money?
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,Yar lor... How u noe? U used dat route too?
ham,2mro i am not coming to gym machan. Goodnight.
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
ham,Can u look 4 me in da lib i got stuff havent finish yet.
ham,Sounds great! Im going to sleep now. Have a good night!
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,How come u got nothing to do?
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
ham,i want to grasp your pretty booty :)
ham,I've got it down to a tea. not sure which flavour
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
ham,Dear i am not denying your words please
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,"2 celebrate my båÕday, y else?"
ham,Merry christmas to u too annie!
ham,Please tell me you have some of that special stock you were talking about
ham,I sent them. Do you like?
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,"Awesome, be there in a minute"
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
ham,I've told you everything will stop. Just dont let her get dehydrated.
ham,Or I guess  &lt;#&gt;  min
ham,I'm home. Ard wat time will u reach?
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,"If you want to mapquest it or something look up \usf dogwood drive\"""
ham,Aight should I just plan to come up later tonight?
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123"""
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
ham,Hey u still at the gym?
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Much better now thanks lol
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
ham,Wa... U so efficient... Gee... Thanx...
spam,3. You have received your mobile content. Enjoy
ham,S but not able to sleep.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,We will meet soon princess! Ttyl!
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,Oh :-)only 4 outside players allowed to play know
ham,I anything lor.
ham,Erutupalam thandiyachu
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,No..its ful of song lyrics..
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,What not under standing.
ham,have * good weekend.
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,Call me when you get the chance plz &lt;3
ham,The new deus ex game comin early next yr
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
ham,Probably a couple hours tops
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
ham,Man this bus is so so so slow. I think you're gonna get there before me
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,Ok
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,Nvm take ur time.
ham,So wat's da decision?
ham,Wot is u up 2 then bitch?
ham,Stupid.its not possible
ham,She told to hr that he want posting in chennai:)because i'm working here:)
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
ham,When are you guys leaving?
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?
ham,Not able to do anything.
ham,ÌÏ takin linear algebra today?
ham,This weekend is fine (an excuse not to do too much decorating)
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
ham,Now project pa. After that only i can come.
spam,Money i have won wining number 946 wot do i do next
ham,"Sure, whenever you show the fuck up &gt;:("
ham,That was random saw my old roomate on campus. He graduated
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,Hi good mornin.. Thanku wish u d same..
ham,DO U WANT 2 MEET UP 2MORRO
ham,Actually I decided I was too hungry so I haven't left yet :V
ham,I've sent Ì_ my part..
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
ham,Understand. his loss is my gain :) so do you work? School?
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham,"Hiya, probably coming home * weekend after next"
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
ham,I have no money 4 steve mate! !
ham,IM LATE TELLMISS IM ON MY WAY
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Normally i use to drink more water daily:)
ham,Dare i ask... Any luck with sorting out the car?
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,I've been trying to reach him without success
ham,when you and derek done with class?
ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
ham,Hey mate. Spoke to the mag people. We‰Û÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
ham,Hope you are having a good week. Just checking in
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
ham,Great. Have a safe trip. Dont panic surrender all.
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,Try to do something dear. You read something for exams
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,Gettin rdy to ship comp
ham,I am in hospital da. . I will return home in evening
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
ham,Think + da. You wil do.
ham,I'm awake oh. What's up.
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,How much u trying to get?
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,Tell me again what your address is
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
ham,But you were together so you should be thinkin about him
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
ham,At WHAT TIME should i come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE
ham,Omg how did u know what I ate?
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\"""""
ham,:( but your not here....
ham,Not directly behind... Abt 4 rows behind Ì_...
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,No plans yet. What are you doing ?
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,Not course. Only maths one day one chapter with in one month we can finish.
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
ham,Have you not finished work yet or something?
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,Right it wasnt you who phoned it was someone with a number like yours!
ham,It's ok i wun b angry. Msg u aft i come home tonight.
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,Yo sorry was in the shower sup
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,Full heat pa:-) i have applyed oil pa.
ham,I'm stuck in da middle of da row on da right hand side of da lt... 
ham,Have you laid your airtel line to rest?
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,\Hey j! r u feeling any better
ham,And I don't plan on staying the night but I prolly won't be back til late
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,We live in the next  &lt;#&gt; mins
ham,Y de asking like this.
ham,Just glad to be talking to you.
ham,Wat time Ì_ finish?
ham,Sorry da. I gone mad so many pending works what to do.
ham,How much you got for cleaning
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham,ÌÏ called dad oredi...
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,"Sorry, I'll call later In meeting."
ham,THIS IS A LONG FUCKIN SHOWR
ham,"Received, understood n acted upon!"
ham,They finally came to fix the ceiling.
ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
ham,Jus finish blowing my hair. U finish dinner already?
ham,I'm on the bus. Love you
ham,Lol ... I knew that .... I saw him in the dollar store
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,Only saturday and sunday holiday so its very difficult:)
ham,Everybody had fun this evening. Miss you.
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,"I'm in a meeting, call me later at"
ham,Oh wow thats gay. Will firmware update help
ham,These won't do. Have to move on to morphine
ham,How come i din c Ì_... Yup i cut my hair...
ham,K k pa Had your lunch aha.
ham,Oh ho. Is this the first time u use these type of words
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,Of course. I guess god's just got me on hold right now.
ham,Do you hide anythiing or keeping distance from me
ham,Havent.
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
ham,Sorry i din lock my keypad.
ham,Did u got that persons story
ham,Are you planning to come chennai?
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,We are okay. Going to sleep now. Later
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 
ham,Where r e meeting tmr?
ham,Lol yes. But it will add some spice to your day.
ham,Hope you are having a great day.
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,"K, I'll work something out"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
ham,I cant pick the phone right now. Pls send a message
ham,You call him and tell now infront of them. Call him now.
ham,Ok no prob...
ham,Ladies first and genus second k .
ham,No. Yes please. Been swimming?
ham,Mum not going robinson already.
ham,Ok set let u noe e details later...
ham,Not..tel software name..
ham,I send the print  outs da.
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
ham,"I didnt get ur full msg..sometext is missing, send it again"
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?
ham,I'm leaving my house now.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,ÌÏ ready then call me...
ham,Wewa is 130. Iriver 255. All 128 mb.
ham,It is a good thing I'm now getting the connection to bw
ham,Sry da..jst nw only i came to home..
ham,"That's cool he'll be here all night, lemme know when you're around"
ham,Are you staying in town ?
ham,"Haha yeah, 2 oz is kind of a shitload"
ham,Ok u can take me shopping when u get paid =D
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,But pls dont play in others life.
ham,Eatin my lunch...
ham,Hmmm.but you should give it on one day..
ham,"Didn't try, g and I decided not to head out"
ham,Ok no prob
ham,Surly ill give it to you:-) while coming to review.
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,A guy who gets used but is too dumb to realize it.
ham,"Okey dokey, i‰Û÷ll be over in a bit just sorting some stuff out."
ham,Don no da:)whats you plan?
ham,Yes fine 
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,I liked the new mobile
ham,Anytime...
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,Yar but they say got some error.
ham,Hey anyway i have to :-)
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,Wif my family booking tour package.
ham,"Did you say bold, then torch later. Or one torch and 2bold?"
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,Big brother‰Û÷s really scraped the barrel with this shower of social misfits
ham,Oops i thk i dun haf enuff... I go check then tell Ì_..
ham,S:)8 min to go for lunch:)
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..
ham,"Yup. Anything lor, if u dun wan it's ok..."
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,HELLO PEACH! MY CAKE TASTS LUSH!
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,Jason says it's cool if we pick some up from his place in like an hour
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
